,Date,Date2,Settle,Open,High,Low,Change %,MA,STD,Upper Band,Lower Band,Short Position Stop,Long Position Stop,Short Position Stop Clone,Long Position Stop Clone
139,15/07/2013,"Jul 15, 2013",1.3062,1.3066,1.3085,1.2994,-0.05%,1.304725,0.014277075155646222,1.3332791503112924,1.2761708496887074,1.337947,1.2790799999999998,1.337947,1.2790799999999998
140,16/07/2013,"Jul 16, 2013",1.3162,1.3062,1.3175,1.3052,0.77%,1.3035649999999999,0.012204723470852167,1.3279744469417043,1.2791555530582954,1.337947,1.2790799999999998,1.337947,1.2790799999999998
141,17/07/2013,"Jul 17, 2013",1.3125,1.3161,1.3177,1.3084,-0.28%,1.3027149999999998,0.010890053948441617,1.3244951078968832,1.2809348921031165,1.337947,1.2790799999999998,1.337947,1.2790799999999998
142,18/07/2013,"Jul 18, 2013",1.311,1.3125,1.3128,1.3066,-0.11%,1.302165,0.010155160018432427,1.3224753200368649,1.2818546799631352,1.337947,1.2790799999999998,1.337947,1.2790799999999998
143,19/07/2013,"Jul 19, 2013",1.3142,1.311,1.3154,1.3087,0.24%,1.30226,0.010257894520805359,1.3227757890416108,1.2817442109583892,1.337947,1.2790799999999998,1.337947,1.2790799999999998
144,22/07/2013,"Jul 22, 2013",1.3186,1.3142,1.3219999999999998,1.3131,0.33%,1.3025949999999997,0.010668433577614336,1.3239318671552285,1.281258132844771,1.337947,1.2790799999999998,1.337947,1.2790799999999998
145,23/07/2013,"Jul 23, 2013",1.3224,1.3186,1.3241,1.3165,0.29%,1.30329,0.011454296137256542,1.3261985922745132,1.280381407725487,1.337947,1.2790799999999998,1.337947,1.2790799999999998
146,24/07/2013,"Jul 24, 2013",1.3201,1.3222,1.3256,1.3176,-0.17%,1.3042349999999998,0.012009091347806958,1.3282531826956137,1.280216817304386,1.337947,1.2790799999999998,1.337947,1.2790799999999998
147,25/07/2013,"Jul 25, 2013",1.3277,1.3199,1.3296,1.3165,0.58%,1.305435,0.013049684862094329,1.3315343697241886,1.2793356302758112,1.337947,1.2790799999999998,1.337947,1.2790799999999998
148,26/07/2013,"Jul 26, 2013",1.3279,1.3277,1.3297,1.3252,0.02%,1.30678,0.013882924763895247,1.3345458495277907,1.2790141504722095,1.337947,1.2790799999999998,1.337947,1.2790799999999998
149,29/07/2013,"Jul 29, 2013",1.3262,1.3276,1.3297,1.3241,-0.13%,1.30777,0.014512239661746824,1.3367944793234938,1.2787455206765064,1.337947,1.2790799999999998,1.337947,1.2790799999999998
150,30/07/2013,"Jul 30, 2013",1.3263,1.3262,1.3302,1.3234,0.01%,1.30919,0.014862230653572157,1.3389144613071444,1.2794655386928557,1.337947,1.2790799999999998,1.337947,1.2790799999999998
151,31/07/2013,"Jul 31, 2013",1.3302,1.3264,1.3346,1.3215,0.29%,1.3106550000000001,0.015406961900387185,1.3414689238007744,1.2798410761992258,1.337947,1.2790799999999998,1.337947,1.2790799999999998
152,01/08/2013,"Aug 01, 2013",1.3207,1.3301,1.3311,1.3197,-0.71%,1.3121250000000002,0.014883812515615236,1.3418926250312306,1.2823573749687698,1.337947,1.2790799999999998,1.337947,1.2790799999999998
153,02/08/2013,"Aug 02, 2013",1.3283,1.3207,1.3295,1.319,0.58%,1.31438,0.01370005839403569,1.3417801167880714,1.2869798832119288,1.337947,1.2790799999999998,1.337947,1.2790799999999998
154,05/08/2013,"Aug 05, 2013",1.3258,1.3274,1.3302,1.3232,-0.19%,1.3163200000000002,0.012367926261099282,1.3410558525221987,1.2915841474778016,1.337947,1.2790799999999998,1.337947,1.2790799999999998
155,06/08/2013,"Aug 06, 2013",1.3306,1.3258,1.3325,1.3245,0.36%,1.3189450000000003,0.009123183380815705,1.3371913667616318,1.3006986332383688,1.337947,1.2790799999999998,1.337947,1.2790799999999998
156,07/08/2013,"Aug 07, 2013",1.3337,1.3307,1.3347,1.3266,0.23%,1.3207500000000003,0.008251030238703135,1.3372520604774065,1.304247939522594,1.337947,1.2790799999999998,1.337947,1.2790799999999998
157,08/08/2013,"Aug 08, 2013",1.3382,1.3338,1.3403,1.3329,0.34%,1.3221800000000004,0.008662770919284144,1.3395055418385686,1.304854458161432,1.337947,1.2790799999999998,1.337947,1.2790799999999998
158,09/08/2013,"Aug 09, 2013",1.3343,1.338,1.3391,1.3333,-0.29%,1.3235550000000003,0.008286765050367722,1.3401285301007357,1.3069814698992648,1.337947,1.2790799999999998,1.337947,1.2790799999999998
159,12/08/2013,"Aug 12, 2013",1.33,1.334,1.3346,1.3278,-0.32%,1.3247450000000003,0.007366917605077237,1.3394788352101548,1.3100111647898458,1.337947,1.2790799999999998,1.337947,1.2790799999999998
160,13/08/2013,"Aug 13, 2013",1.3262,1.3299,1.3317,1.3233,-0.29%,1.3252450000000002,0.007104679795740076,1.3394543595914803,1.3110356404085202,1.337947,1.2790799999999998,1.337947,1.2790799999999998
161,14/08/2013,"Aug 14, 2013",1.3256,1.3262,1.3279,1.3239,-0.05%,1.3259000000000003,0.006475492259280201,1.3388509845185608,1.3129490154814398,1.337947,1.2790799999999998,1.337947,1.2790799999999998
162,15/08/2013,"Aug 15, 2013",1.3348,1.3256,1.3365,1.3207,0.69%,1.3270900000000005,0.005777187897238474,1.3386443757944775,1.3155356242055236,1.337947,1.2790799999999998,1.337947,1.2790799999999998
163,16/08/2013,"Aug 16, 2013",1.3329,1.3346,1.338,1.331,-0.14%,1.3280250000000005,0.0050874232180937225,1.338199846436188,1.317850153563813,1.337947,1.2790799999999998,1.337947,1.2790799999999998
164,19/08/2013,"Aug 19, 2013",1.3335,1.3328,1.3376,1.3316,0.05%,1.3287700000000005,0.004731183784212966,1.3382323675684265,1.3193076324315745,1.337947,1.2790799999999998,1.337947,1.2790799999999998
165,20/08/2013,"Aug 20, 2013",1.3417,1.3336,1.3453,1.3323,0.61%,1.3297350000000006,0.005270984253438849,1.3402769685068783,1.3191930314931228,1.355117,1.2790799999999998,1.355117,1.2790799999999998
166,21/08/2013,"Aug 21, 2013",1.3357,1.3416,1.3428,1.3335,-0.45%,1.3305150000000006,0.004930747914870669,1.340376495829742,1.3206535041702592,1.355117,1.2790799999999998,1.355117,1.2790799999999998
167,22/08/2013,"Aug 22, 2013",1.3356,1.3355,1.3375,1.3299,-0.01%,1.3309100000000005,0.005005287204546995,1.3409205744090944,1.3208994255909066,1.355117,1.2790799999999998,1.355117,1.2790799999999998
168,23/08/2013,"Aug 23, 2013",1.3382,1.3356,1.341,1.3333,0.19%,1.3314250000000005,0.005195370535390384,1.3418157410707814,1.3210342589292197,1.355117,1.2790799999999998,1.355117,1.2790799999999998
169,26/08/2013,"Aug 26, 2013",1.3369,1.3382,1.3394,1.3356,-0.10%,1.3319600000000005,0.005180675631614395,1.3423213512632293,1.3215986487367717,1.355117,1.2790799999999998,1.355117,1.2790799999999998
170,27/08/2013,"Aug 27, 2013",1.3393,1.3368,1.34,1.3324,0.18%,1.3326100000000005,0.005244892753908697,1.343099785507818,1.322120214492183,1.355117,1.2790799999999998,1.355117,1.2790799999999998
171,28/08/2013,"Aug 28, 2013",1.334,1.3393,1.3399,1.3306,-0.40%,1.3328000000000004,0.005222930212055702,1.3432458604241118,1.322354139575889,1.355117,1.2790799999999998,1.355117,1.2790799999999998
172,29/08/2013,"Aug 29, 2013",1.3241,1.3339,1.3344,1.3219,-0.74%,1.3329700000000007,0.004869712517182551,1.3427094250343659,1.3232305749656355,1.355117,1.2790799999999998,1.355117,1.2790799999999998
173,30/08/2013,"Aug 30, 2013",1.3222,1.3243,1.3256,1.3175,-0.14%,1.3326650000000007,0.005322619186077847,1.3433102383721562,1.322019761627845,1.355117,1.2790799999999998,1.355117,1.2790799999999998
174,02/09/2013,"Sep 02, 2013",1.3192,1.3234,1.3238,1.3184,-0.23%,1.3323350000000005,0.0059101840072880805,1.3441553680145766,1.3205146319854244,1.355117,1.3060079999999998,1.355117,1.3060079999999998
175,03/09/2013,"Sep 03, 2013",1.317,1.3191,1.3198,1.3138,-0.17%,1.3316550000000005,0.0067878917934807445,1.345230783586962,1.318079216413039,1.355117,1.3060079999999998,1.355117,1.3060079999999998
176,04/09/2013,"Sep 04, 2013",1.3209,1.3171,1.3219999999999998,1.3156,0.30%,1.3310150000000003,0.007158231275950968,1.3453314625519022,1.3166985374480984,1.355117,1.3060079999999998,1.355117,1.3060079999999998
177,05/09/2013,"Sep 05, 2013",1.3119999999999998,1.3207,1.3223,1.311,-0.67%,1.3297050000000004,0.008063589461275998,1.3458321789225522,1.3135778210774485,1.355117,1.3060079999999998,1.355117,1.3060079999999998
178,06/09/2013,"Sep 06, 2013",1.318,1.3119,1.3189,1.3104,0.46%,1.3288900000000006,0.008375673107279213,1.3456413462145589,1.3121386537854423,1.355117,1.3060079999999998,1.355117,1.3060079999999998
179,09/09/2013,"Sep 09, 2013",1.3255,1.3169,1.3281,1.3159,0.57%,1.3286650000000004,0.008403230033742978,1.3454714600674864,1.3118585399325144,1.355117,1.3060079999999998,1.355117,1.3060079999999998
180,10/09/2013,"Sep 10, 2013",1.3268,1.3255,1.3276,1.3230000000000002,0.10%,1.3286950000000004,0.008395443704772253,1.345485887409545,1.3119041125904558,1.355117,1.3060079999999998,1.355117,1.3060079999999998
181,11/09/2013,"Sep 11, 2013",1.3312,1.327,1.3327,1.3245,0.33%,1.3289750000000002,0.008380923278493857,1.3457368465569879,1.3122131534430126,1.355117,1.3060079999999998,1.355117,1.3060079999999998
182,12/09/2013,"Sep 12, 2013",1.3299,1.331,1.3326,1.3261,-0.10%,1.3287300000000002,0.008278049287120729,1.3452860985742416,1.3121739014257587,1.355117,1.3060079999999998,1.355117,1.3060079999999998
183,13/09/2013,"Sep 13, 2013",1.3294,1.3299,1.3323,1.3255,-0.04%,1.3285550000000002,0.008224869299873394,1.345004738599747,1.3121052614002533,1.355117,1.3060079999999998,1.355117,1.3060079999999998
184,16/09/2013,"Sep 16, 2013",1.3334,1.3306,1.3386,1.3296,0.30%,1.3285500000000003,0.00822189150986559,1.3449937830197316,1.312106216980269,1.355117,1.3060079999999998,1.355117,1.3060079999999998
185,17/09/2013,"Sep 17, 2013",1.3359,1.3334,1.3371,1.3326,0.19%,1.3282600000000002,0.00784668082694841,1.343953361653897,1.3125666383461034,1.355117,1.3060079999999998,1.355117,1.3060079999999998
186,18/09/2013,"Sep 18, 2013",1.3522,1.3359,1.3542,1.3338,1.22%,1.3290850000000003,0.00931548576296484,1.34771597152593,1.3104540284740707,1.365722,1.3060079999999998,1.365722,1.3060079999999998
187,19/09/2013,"Sep 19, 2013",1.3530000000000002,1.3521,1.3569,1.35,0.06%,1.3299550000000004,0.010606388405107652,1.3511677768102157,1.3087422231897852,1.365722,1.3060079999999998,1.365722,1.3060079999999998
188,20/09/2013,"Sep 20, 2013",1.3524,1.3531,1.355,1.3498,-0.04%,1.3306650000000002,0.01156638556334703,1.3537977711266942,1.3075322288733062,1.365722,1.3060079999999998,1.365722,1.3060079999999998
189,23/09/2013,"Sep 23, 2013",1.3493,1.3546,1.3556,1.3479,-0.23%,1.3312850000000003,0.012199027625184026,1.3556830552503683,1.3068869447496323,1.365722,1.3060079999999998,1.365722,1.3060079999999998
190,24/09/2013,"Sep 24, 2013",1.3474,1.3493,1.3519,1.3464,-0.14%,1.3316900000000003,0.01258669535660585,1.356863390713212,1.3065166092867886,1.365722,1.3060079999999998,1.365722,1.3060079999999998
191,25/09/2013,"Sep 25, 2013",1.3526,1.3473,1.3538,1.3461,0.39%,1.3326200000000001,0.013384864586539683,1.3593897291730794,1.3058502708269208,1.365722,1.3060079999999998,1.365722,1.3060079999999998
192,26/09/2013,"Sep 26, 2013",1.3489,1.3526,1.3529,1.3471,-0.27%,1.33386,0.013683544862352192,1.3612270897247045,1.3064929102752956,1.365722,1.3060079999999998,1.365722,1.3060079999999998
193,27/09/2013,"Sep 27, 2013",1.3522,1.3487,1.3565,1.3473,0.24%,1.33536,0.01396457661370391,1.3632891532274078,1.3074308467725924,1.365722,1.3060079999999998,1.365722,1.3060079999999998
194,30/09/2013,"Sep 30, 2013",1.3526,1.348,1.3557,1.3468,0.03%,1.3370300000000002,0.013929253389898802,1.3648885067797978,1.3091714932202025,1.365722,1.3060079999999998,1.365722,1.3060079999999998
195,01/10/2013,"Oct 01, 2013",1.3526,1.3528,1.359,1.3517,0.00%,1.33881,0.013524677445322254,1.3658593548906446,1.3117606451093555,1.365722,1.3060079999999998,1.365722,1.3060079999999998
196,02/10/2013,"Oct 02, 2013",1.3579,1.3527,1.3609,1.3509,0.39%,1.3406600000000002,0.013478775908813457,1.367617551817627,1.3137024481823734,1.365722,1.3060079999999998,1.365722,1.3060079999999998
197,03/10/2013,"Oct 03, 2013",1.3618,1.3577,1.3646,1.3576,0.29%,1.34315,0.012520083865534269,1.3681901677310686,1.3181098322689315,1.365722,1.3060079999999998,1.365722,1.3060079999999998
198,04/10/2013,"Oct 04, 2013",1.3558,1.3618,1.3632,1.3538,-0.44%,1.3450399999999998,0.01138224055272127,1.3678044811054424,1.3222755188945572,1.365722,1.3060079999999998,1.365722,1.3060079999999998
199,07/10/2013,"Oct 07, 2013",1.3582,1.3556,1.3592,1.3542,0.18%,1.3466749999999998,0.010791240660832946,1.3682574813216657,1.325092518678334,1.365722,1.3060079999999998,1.365722,1.3060079999999998
200,08/10/2013,"Oct 08, 2013",1.3573,1.3583,1.3609,1.3558,-0.07%,1.3481999999999998,0.01000094995488006,1.36820189990976,1.3281981000902396,1.365722,1.3060079999999998,1.365722,1.3060079999999998
201,09/10/2013,"Oct 09, 2013",1.3524,1.3573,1.3605,1.3486,-0.36%,1.3492599999999997,0.009237283150364968,1.3677345663007296,1.3307854336992697,1.365722,1.3060079999999998,1.365722,1.3060079999999998
202,10/10/2013,"Oct 10, 2013",1.3519999999999999,1.3524,1.3546,1.3488,-0.03%,1.3503649999999998,0.00810809934571706,1.366581198691434,1.3341488013085656,1.365722,1.3060079999999998,1.365722,1.3060079999999998
203,11/10/2013,"Oct 11, 2013",1.3542,1.3519,1.3582,1.3517,0.16%,1.3516049999999997,0.006554576645369091,1.3647141532907379,1.3384958467092616,1.365722,1.3060079999999998,1.365722,1.3060079999999998
204,14/10/2013,"Oct 14, 2013",1.3561,1.3544,1.3598,1.3542,0.14%,1.3527399999999998,0.00511012719998426,1.3629602543999684,1.3425197456000313,1.365722,1.3060079999999998,1.365722,1.3060079999999998
205,15/10/2013,"Oct 15, 2013",1.3523,1.3561,1.3571,1.3479,-0.28%,1.3535599999999999,0.0033572905742607086,1.3602745811485213,1.3468454188514785,1.365722,1.3060079999999998,1.365722,1.3060079999999998
206,16/10/2013,"Oct 16, 2013",1.3535,1.3523,1.3567,1.3472,0.09%,1.3536249999999999,0.0033428842337149306,1.3603107684674298,1.34693923153257,1.365722,1.3060079999999998,1.365722,1.3060079999999998
207,17/10/2013,"Oct 17, 2013",1.3676,1.3535,1.3681,1.3514,1.04%,1.3543549999999998,0.004515249162562407,1.3633854983251246,1.345324501674875,1.381276,1.3060079999999998,1.381276,1.3060079999999998
208,18/10/2013,"Oct 18, 2013",1.3685,1.3674,1.3704,1.3659,0.07%,1.35516,0.005436211916401075,1.366032423832802,1.3442875761671977,1.381276,1.3060079999999998,1.381276,1.3060079999999998
209,21/10/2013,"Oct 21, 2013",1.3683,1.3687,1.3691,1.3651,-0.01%,1.35611,0.005963715284956343,1.3680374305699126,1.3441825694300873,1.381276,1.3060079999999998,1.381276,1.3060079999999998
210,22/10/2013,"Oct 22, 2013",1.3781,1.3683,1.3794,1.3662,0.72%,1.357645,0.007320824748621111,1.372286649497242,1.3430033505027579,1.381276,1.3060079999999998,1.381276,1.3060079999999998
211,23/10/2013,"Oct 23, 2013",1.3777,1.3784,1.3794,1.3741,-0.03%,1.3589,0.00841766000739067,1.3757353200147813,1.3420646799852187,1.381276,1.3060079999999998,1.381276,1.3060079999999998
212,24/10/2013,"Oct 24, 2013",1.38,1.3776,1.3826,1.3764,0.17%,1.360455,0.009257401093180812,1.3789698021863617,1.3419401978136383,1.381276,1.3060079999999998,1.381276,1.3060079999999998
213,25/10/2013,"Oct 25, 2013",1.3805,1.3801,1.3833,1.3774,0.04%,1.3618700000000001,0.010018986974740835,1.3819079739494817,1.3418320260505185,1.381276,1.3060079999999998,1.381276,1.3060079999999998
214,28/10/2013,"Oct 28, 2013",1.3784,1.3803,1.3817,1.3775,-0.15%,1.3631600000000001,0.010396220467074939,1.38395244093415,1.3423675590658504,1.381276,1.3060079999999998,1.381276,1.3060079999999998
215,29/10/2013,"Oct 29, 2013",1.3746,1.3784,1.3813,1.3735,-0.28%,1.3642600000000003,0.010384575099638367,1.385029150199277,1.3434908498007234,1.381276,1.3060079999999998,1.381276,1.3060079999999998
216,30/10/2013,"Oct 30, 2013",1.3736,1.3745,1.3785,1.3696,-0.07%,1.365045,0.010467209513525071,1.3859794190270502,1.3441105809729499,1.381276,1.3060079999999998,1.381276,1.3060079999999998
217,31/10/2013,"Oct 31, 2013",1.3584,1.3737,1.374,1.3577,-1.11%,1.364875,0.010545846338726428,1.385966692677453,1.3437833073225471,1.381276,1.3060079999999998,1.381276,1.3060079999999998
218,01/11/2013,"Nov 01, 2013",1.3487,1.3584,1.3592,1.3481,-0.71%,1.3645200000000002,0.010956851737612827,1.3864337034752259,1.3426062965247745,1.381276,1.3060079999999998,1.381276,1.3060079999999998
219,04/11/2013,"Nov 04, 2013",1.3516,1.3489,1.3527,1.3443,0.22%,1.3641900000000002,0.011238011389922557,1.3866660227798453,1.3417139772201552,1.381276,1.3060079999999998,1.381276,1.3060079999999998
220,05/11/2013,"Nov 05, 2013",1.3474,1.3514,1.3523,1.3449,-0.31%,1.3636950000000003,0.011737524227878255,1.3871700484557568,1.340219951544244,1.381276,1.3060079999999998,1.381276,1.3060079999999998
221,06/11/2013,"Nov 06, 2013",1.3512,1.3476,1.355,1.3468,0.28%,1.3636350000000004,0.011798019960994688,1.3872310399219898,1.340038960078011,1.381276,1.3060079999999998,1.381276,1.3060079999999998
222,07/11/2013,"Nov 07, 2013",1.3419999999999999,1.3514,1.3529,1.3296,-0.68%,1.3631350000000002,0.012473102060034198,1.3880812041200685,1.338188795879932,1.381276,1.3060079999999998,1.381276,1.3060079999999998
223,08/11/2013,"Nov 08, 2013",1.3371,1.3419999999999999,1.3439,1.3317,-0.37%,1.3622800000000004,0.013592152147472064,1.3894643042949446,1.3350956957050562,1.381276,1.3060079999999998,1.381276,1.3060079999999998
224,11/11/2013,"Nov 11, 2013",1.3407,1.3361,1.3417,1.3344,0.27%,1.3615100000000004,0.014336279154649202,1.3901825583092988,1.332837441690702,1.381276,1.3060079999999998,1.381276,1.3060079999999998
225,12/11/2013,"Nov 12, 2013",1.3436,1.3407,1.3457,1.3359,0.22%,1.3610750000000003,0.014735564970506883,1.390546129941014,1.3316038700589865,1.381276,1.3060079999999998,1.381276,1.3060079999999998
226,13/11/2013,"Nov 13, 2013",1.3487,1.3436,1.3497,1.3392,0.38%,1.3608350000000002,0.0148952098004704,1.390625419600941,1.3310445803990594,1.381276,1.3060079999999998,1.381276,1.3060079999999998
227,14/11/2013,"Nov 14, 2013",1.3459,1.3489,1.3499,1.3419,-0.21%,1.3597500000000005,0.015151056068803553,1.3900521121376075,1.3294478878623934,1.381276,1.3060079999999998,1.381276,1.3060079999999998
228,15/11/2013,"Nov 15, 2013",1.3495,1.3458,1.3506,1.3432,0.27%,1.3588000000000002,0.015168289290491159,1.3891365785809826,1.3284634214190179,1.381276,1.3060079999999998,1.381276,1.3060079999999998
229,18/11/2013,"Nov 18, 2013",1.3505,1.3502,1.3543,1.3475,0.07%,1.3579100000000002,0.015106849439907349,1.388123698879815,1.3276963011201854,1.381276,1.3060079999999998,1.381276,1.3060079999999998
230,19/11/2013,"Nov 19, 2013",1.3539,1.3505,1.3549,1.3488,0.25%,1.3567000000000002,0.014393574955515,1.3854871499110302,1.3279128500889703,1.381276,1.3060079999999998,1.381276,1.3060079999999998
231,20/11/2013,"Nov 20, 2013",1.3439,1.3539,1.3579,1.3417,-0.74%,1.3550100000000003,0.013800757225602825,1.382611514451206,1.3274084855487946,1.381276,1.3060079999999998,1.381276,1.3060079999999998
232,21/11/2013,"Nov 21, 2013",1.3482,1.344,1.3487,1.3399,0.32%,1.3534200000000003,0.012610574927418225,1.3786411498548368,1.3281988501451638,1.381276,1.3060079999999998,1.381276,1.3060079999999998
233,22/11/2013,"Nov 22, 2013",1.3558,1.3482,1.3558,1.3462,0.56%,1.352185,0.01100537482324111,1.3741957496464823,1.3301742503535177,1.381276,1.3060079999999998,1.381276,1.3060079999999998
234,25/11/2013,"Nov 25, 2013",1.3516,1.355,1.3561,1.3491,-0.31%,1.350845,0.009218377026354968,1.36928175405271,1.3324082459472901,1.381276,1.3060079999999998,1.381276,1.3060079999999998
235,26/11/2013,"Nov 26, 2013",1.3572,1.3517,1.3575,1.3514,0.41%,1.3499750000000001,0.007617471693418276,1.3652099433868368,1.3347400566131635,1.381276,1.3060079999999998,1.381276,1.3060079999999998
236,27/11/2013,"Nov 27, 2013",1.3579,1.3571,1.3613,1.3557,0.05%,1.3491900000000001,0.00571339653796491,1.3606167930759299,1.3377632069240704,1.381276,1.3060079999999998,1.381276,1.3060079999999998
237,28/11/2013,"Nov 28, 2013",1.3605,1.358,1.3619,1.3563,0.19%,1.3492950000000001,0.005898006018988909,1.361091012037978,1.3374989879620223,1.381276,1.3060079999999998,1.381276,1.3060079999999998
238,29/11/2013,"Nov 29, 2013",1.359,1.3605,1.3622,1.3579,-0.11%,1.3498100000000002,0.006262020440722725,1.3623340408814457,1.3372859591185546,1.381276,1.3060079999999998,1.381276,1.3060079999999998
239,02/12/2013,"Dec 02, 2013",1.3542,1.359,1.3617,1.3525,-0.35%,1.34994,0.006324507885996289,1.3625890157719924,1.3372909842280074,1.381276,1.3060079999999998,1.381276,1.3060079999999998
240,03/12/2013,"Dec 03, 2013",1.359,1.354,1.3613,1.3523,0.35%,1.35052,0.006591251777927245,1.3637025035558545,1.3373374964441453,1.381276,1.3060079999999998,1.381276,1.3060079999999998
241,04/12/2013,"Dec 04, 2013",1.3594,1.3589,1.3605,1.3528,0.03%,1.35093,0.006869941775592346,1.3646698835511846,1.3371901164488154,1.381276,1.3060079999999998,1.381276,1.3060079999999998
242,05/12/2013,"Dec 05, 2013",1.3668,1.3594,1.3678,1.3542,0.54%,1.35217,0.007366417039513089,1.3669028340790264,1.3374371659209738,1.381276,1.3060079999999998,1.381276,1.3060079999999998
243,06/12/2013,"Dec 06, 2013",1.3706,1.3668,1.3708,1.3630000000000002,0.28%,1.3538450000000002,0.007555559211602306,1.3689561184232049,1.3387338815767955,1.384306,1.3060079999999998,1.384306,1.3060079999999998
244,09/12/2013,"Dec 09, 2013",1.3739,1.3719999999999999,1.3747,1.3694,0.24%,1.3555050000000002,0.0081118108335949,1.37172862166719,1.3392813783328104,1.384306,1.3060079999999998,1.384306,1.3060079999999998
245,10/12/2013,"Dec 10, 2013",1.3761,1.3738,1.3797,1.3733,0.16%,1.3571300000000002,0.008791023831160235,1.3747120476623207,1.3395479523376796,1.384306,1.3060079999999998,1.384306,1.3060079999999998
246,11/12/2013,"Dec 11, 2013",1.3786,1.376,1.3811,1.3739,0.18%,1.3586250000000002,0.009723264626658429,1.378071529253317,1.3391784707466834,1.384306,1.3060079999999998,1.384306,1.3060079999999998
247,12/12/2013,"Dec 12, 2013",1.3755,1.3787,1.3804,1.3736,-0.22%,1.3601050000000001,0.009924387890445776,1.3799537757808917,1.3402562242191085,1.384306,1.3060079999999998,1.384306,1.3060079999999998
248,13/12/2013,"Dec 13, 2013",1.3743,1.3755,1.3771,1.371,-0.09%,1.3613450000000002,0.010070127854204563,1.3814852557084094,1.341204744291591,1.384306,1.3060079999999998,1.384306,1.3060079999999998
249,16/12/2013,"Dec 16, 2013",1.3761,1.374,1.3799,1.3724,0.13%,1.3626250000000002,0.010235911048852783,1.3830968220977058,1.3421531779022946,1.384306,1.3060079999999998,1.384306,1.3060079999999998
250,17/12/2013,"Dec 17, 2013",1.3768,1.3762,1.3784,1.3724,0.05%,1.3637700000000001,0.010473924765818541,1.3847178495316372,1.342822150468363,1.384306,1.3060079999999998,1.384306,1.3060079999999998
251,18/12/2013,"Dec 18, 2013",1.3685,1.3769999999999998,1.3813,1.3675,-0.60%,1.3650000000000002,0.009464037193504006,1.3839280743870082,1.3460719256129923,1.384306,1.3060079999999998,1.384306,1.3060079999999998
252,19/12/2013,"Dec 19, 2013",1.3663,1.3685,1.3695,1.3649,-0.16%,1.3659050000000001,0.008644158432145214,1.3831933168642905,1.3486166831357098,1.384306,1.3060079999999998,1.384306,1.3060079999999998
253,20/12/2013,"Dec 20, 2013",1.3672,1.3662,1.371,1.3624,0.07%,1.3664750000000003,0.008329158120724284,1.383133316241449,1.3498166837585517,1.384306,1.3060079999999998,1.384306,1.3060079999999998
254,23/12/2013,"Dec 23, 2013",1.3696,1.367,1.3717,1.3666,0.18%,1.3673750000000002,0.0076151083380361214,1.3826052166760725,1.352144783323928,1.384306,1.3060079999999998,1.384306,1.3060079999999998
