Date,security,holdings,cash,total,returns
2016-09-06,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-07,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-08,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-09,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-12,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-13,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-14,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-15,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-16,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-19,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-20,,0.0,187668.09999999995,187668.09999999995,0.0
2016-09-21,,0.0,187668.09999999995,187668.09999999995,0.0
